Function Name,Exclusive Samples,Exclusive Samples %,Instruction Address,Source Line Begin,Source Character Begin,Source Line End,Source Character End,
"__scrt_uninitialize_type_info",14,"0,03",0x7FFCCA57175C,24,0,24,0,
"__security_init_cookie",14,"0,03",0x7FFCCA5716B9,169,0,169,0,
"__security_init_cookie",14,"0,03",0x7FFCCA57171C,184,0,184,0,
"dllmain_crt_process_detach",14,"0,03",0x7FFCCA57136B,103,0,103,0,
"dllmain_dispatch",14,"0,03",0x7FFCCA571432,200,0,200,0,
"dllmain_dispatch",14,"0,03",0x7FFCCA571454,205,0,205,0,
"dllmain_dispatch",14,"0,03",0x7FFCCA571466,206,0,206,0,
"__report_gsfailure",13,"0,02",0x7FFCCA571568,218,0,218,0,
"__scrt_acquire_startup_lock",13,"0,02",0x7FFCCA5717C4,157,0,157,0,
"__scrt_dllmain_after_initialize_c",13,"0,02",0x7FFCCA5717F2,383,0,383,0,
"__scrt_dllmain_exception_filter",13,"0,02",0x7FFCCA57186E,350,0,350,0,
"__scrt_dllmain_exception_filter",13,"0,02",0x7FFCCA57187A,350,0,350,0,
"__scrt_initialize_crt",13,"0,02",0x7FFCCA571907,186,0,186,0,
"__scrt_initialize_crt",13,"0,02",0x7FFCCA571944,206,0,206,0,
"__scrt_initialize_onexit_tables",13,"0,02",0x7FFCCA5719BD,327,0,327,0,
"__security_init_cookie",13,"0,02",0x7FFCCA5716B0,169,0,169,0,
"capture_previous_context",13,"0,02",0x7FFCCA571645,101,0,101,0,
"capture_previous_context",13,"0,02",0x7FFCCA571666,107,0,107,0,
"capture_previous_context",13,"0,02",0x7FFCCA571673,107,0,107,0,
"dllmain_crt_process_detach",13,"0,02",0x7FFCCA57132E,92,0,92,0,
"dllmain_crt_process_detach",13,"0,02",0x7FFCCA571350,98,0,98,0,
"dllmain_crt_process_detach",13,"0,02",0x7FFCCA571377,111,0,111,0,
"dllmain_dispatch",13,"0,02",0x7FFCCA5713F9,191,0,191,0,
"dllmain_dispatch",13,"0,02",0x7FFCCA57143E,200,0,200,0,
"dllmain_dispatch",13,"0,02",0x7FFCCA5714A4,216,0,216,0,
"dllmain_dispatch",13,"0,02",0x7FFCCA5714C7,216,0,216,0,
"__raise_securityfailure",12,"0,02",0x7FFCCA571535,147,0,147,0,
"__report_gsfailure",12,"0,02",0x7FFCCA5715AD,282,0,282,0,
"__report_gsfailure",12,"0,02",0x7FFCCA5715C3,287,0,287,0,
"__report_gsfailure",12,"0,02",0x7FFCCA5715CE,288,0,288,0,
"__report_gsfailure",12,"0,02",0x7FFCCA5715D5,288,0,288,0,
"__scrt_acquire_startup_lock",12,"0,02",0x7FFCCA5717B8,148,0,148,0,
"__scrt_dllmain_after_initialize_c",12,"0,02",0x7FFCCA5717E2,381,0,381,0,
"__scrt_dllmain_crt_thread_attach",12,"0,02",0x7FFCCA571830,441,0,441,0,
"__scrt_dllmain_crt_thread_detach",12,"0,02",0x7FFCCA571853,455,0,455,0,
"__scrt_initialize_onexit_tables",12,"0,02",0x7FFCCA571951,296,0,296,0,
"__scrt_initialize_onexit_tables",12,"0,02",0x7FFCCA571973,307,0,307,0,
"__scrt_initialize_onexit_tables",12,"0,02",0x7FFCCA571982,310,0,310,0,
"__scrt_initialize_onexit_tables",12,"0,02",0x7FFCCA571983,310,0,310,0,
"__scrt_initialize_onexit_tables",12,"0,02",0x7FFCCA5719CA,327,0,327,0,
"__scrt_initialize_onexit_tables",12,"0,02",0x7FFCCA571A09,328,0,328,0,
"__security_init_cookie",12,"0,02",0x7FFCCA5716DE,184,0,184,0,
"__security_init_cookie",12,"0,02",0x7FFCCA5716FB,184,0,184,0,
"__security_init_cookie",12,"0,02",0x7FFCCA57170B,184,0,184,0,
"__security_init_cookie",12,"0,02",0x7FFCCA571729,191,0,191,0,
"capture_previous_context",12,"0,02",0x7FFCCA571655,103,0,103,0,
"dllmain_dispatch",12,"0,02",0x7FFCCA5713F0,191,0,191,0,
"dllmain_dispatch",12,"0,02",0x7FFCCA57144B,203,0,203,0,
"dllmain_dispatch",12,"0,02",0x7FFCCA5714AB,216,0,216,0,
"dllmain_dispatch",12,"0,02",0x7FFCCA5714D6,233,0,233,0,
"TransformBMP",12,"0,02",0x7FFCCA5710D6,25,0,25,0,
"TransformBMP",12,"0,02",0x7FFCCA57110C,26,0,26,0,
"__report_gsfailure",11,"0,02",0x7FFCCA57158C,279,0,279,0,
"__scrt_acquire_startup_lock",11,"0,02",0x7FFCCA5717B9,148,0,148,0,
"__scrt_dllmain_crt_thread_detach",11,"0,02",0x7FFCCA57185B,0,0,0,0,
"__scrt_initialize_onexit_tables",11,"0,02",0x7FFCCA571967,302,0,302,0,
"__scrt_initialize_onexit_tables",11,"0,02",0x7FFCCA57198E,315,0,315,0,
"__scrt_initialize_onexit_tables",11,"0,02",0x7FFCCA571A07,328,0,328,0,
"__scrt_initialize_type_info",11,"0,02",0x7FFCCA57174E,17,0,17,0,
"__scrt_is_nonwritable_in_current_image",11,"0,02",0x7FFCCA571A41,99,0,99,0,
"__scrt_is_nonwritable_in_current_image",11,"0,02",0x7FFCCA571A5C,99,0,99,0,
"__scrt_is_nonwritable_in_current_image",11,"0,02",0x7FFCCA571A66,108,0,108,0,
"__security_init_cookie",11,"0,02",0x7FFCCA5716A0,158,0,158,0,
"_DllMainCRTStartup",11,"0,02",0x7FFCCA5714F7,243,0,243,0,
"capture_previous_context",11,"0,02",0x7FFCCA57165D,107,0,107,0,
"capture_previous_context",11,"0,02",0x7FFCCA57167C,107,0,107,0,
"dllmain_crt_process_attach",11,"0,02",0x7FFCCA571317,43,0,43,0,
"dllmain_crt_process_attach",11,"0,02",0x7FFCCA57131A,43,0,43,0,
"dllmain_crt_process_detach",11,"0,02",0x7FFCCA571367,103,0,103,0,
"dllmain_dispatch",11,"0,02",0x7FFCCA571458,205,0,205,0,
"dllmain_dispatch",11,"0,02",0x7FFCCA571477,207,0,207,0,
"TransformBMP",11,"0,02",0x7FFCCA57110F,26,0,26,0,
"TransformBMP",11,"0,02",0x7FFCCA571132,26,0,26,0,
"[ucrtbase.dll]",10,"0,02",0x7FFCCE732596,0,0,0,0,
"__scrt_acquire_startup_lock",10,"0,02",0x7FFCCA5717B4,150,0,150,0,
"__scrt_initialize_crt",10,"0,02",0x7FFCCA571906,186,0,186,0,
"__scrt_initialize_onexit_tables",10,"0,02",0x7FFCCA5719BC,327,0,327,0,
"__scrt_initialize_onexit_tables",10,"0,02",0x7FFCCA5719E9,328,0,328,0,
"__scrt_initialize_onexit_tables",10,"0,02",0x7FFCCA571A14,333,0,333,0,
"__scrt_is_nonwritable_in_current_image",10,"0,02",0x7FFCCA571A88,108,0,108,0,
"__security_init_cookie",10,"0,02",0x7FFCCA5716E4,184,0,184,0,
"_DllMainCRTStartup",10,"0,02",0x7FFCCA5714E5,243,0,243,0,
"capture_previous_context",10,"0,02",0x7FFCCA57164A,103,0,103,0,
"capture_previous_context",10,"0,02",0x7FFCCA571683,107,0,107,0,
"capture_previous_context",10,"0,02",0x7FFCCA571691,107,0,107,0,
"dllmain_crt_process_detach",10,"0,02",0x7FFCCA57135C,100,0,100,0,
"dllmain_crt_process_detach",10,"0,02",0x7FFCCA57138F,122,0,122,0,
"dllmain_dispatch",10,"0,02",0x7FFCCA57141D,195,0,195,0,
"dllmain_dispatch",10,"0,02",0x7FFCCA571434,200,0,200,0,
"dllmain_dispatch",10,"0,02",0x7FFCCA57144C,203,0,203,0,
"dllmain_dispatch",10,"0,02",0x7FFCCA5714A0,213,0,213,0,
"dllmain_dispatch",10,"0,02",0x7FFCCA5714B9,216,0,216,0,
"dllmain_dispatch",10,"0,02",0x7FFCCA5714DB,233,0,233,0,
"__raise_securityfailure",9,"0,02",0x7FFCCA571540,160,0,160,0,
"__report_gsfailure",9,"0,02",0x7FFCCA57157D,278,0,278,0,
"__report_gsfailure",9,"0,02",0x7FFCCA5715BA,286,0,286,0,
"__report_gsfailure",9,"0,02",0x7FFCCA57160F,294,0,294,0,
"__scrt_dllmain_after_initialize_c",9,"0,02",0x7FFCCA5717D5,377,0,377,0,
"__scrt_dllmain_after_initialize_c",9,"0,02",0x7FFCCA5717DC,377,0,377,0,
"__scrt_dllmain_before_initialize_c",9,"0,02",0x7FFCCA57181B,0,0,0,0,
"__scrt_dllmain_crt_thread_attach",9,"0,02",0x7FFCCA571827,436,0,436,0,
"__scrt_initialize_onexit_tables",9,"0,02",0x7FFCCA571962,302,0,302,0,
"__scrt_initialize_onexit_tables",9,"0,02",0x7FFCCA5719DD,328,0,328,0,
"__scrt_initialize_onexit_tables",9,"0,02",0x7FFCCA5719E5,328,0,328,0,
"__scrt_is_nonwritable_in_current_image",9,"0,02",0x7FFCCA571A87,108,0,108,0,
"__security_init_cookie",9,"0,02",0x7FFCCA5716A5,158,0,158,0,
"__security_init_cookie",9,"0,02",0x7FFCCA5716B8,169,0,169,0,
"__security_init_cookie",9,"0,02",0x7FFCCA57172A,191,0,191,0,
"dllmain_crt_process_detach",9,"0,02",0x7FFCCA57139E,122,0,122,0,
"TransformBMP",9,"0,02",0x7FFCCA571122,26,0,26,0,
"__raise_securityfailure",8,"0,01",0x7FFCCA571548,160,0,160,0,
"__report_gsfailure",8,"0,01",0x7FFCCA571559,217,0,217,0,
"__report_gsfailure",8,"0,01",0x7FFCCA5715B4,282,0,282,0,
"__scrt_acquire_startup_lock",8,"0,01",0x7FFCCA571797,139,0,139,0,
"__scrt_dllmain_after_initialize_c",8,"0,01",0x7FFCCA5717F3,383,0,383,0,
"__scrt_dllmain_crt_thread_detach",8,"0,01",0x7FFCCA571854,456,0,456,0,
"__scrt_dllmain_uninitialize_c",8,"0,01",0x7FFCCA5718D9,402,0,402,0,
"__scrt_dllmain_uninitialize_critical",8,"0,01",0x7FFCCA5718ED,410,0,410,0,
"__scrt_dllmain_uninitialize_critical",8,"0,01",0x7FFCCA5718F1,429,0,429,0,
"__scrt_initialize_crt",8,"0,01",0x7FFCCA57194B,0,0,0,0,
"__scrt_initialize_onexit_tables",8,"0,01",0x7FFCCA57197E,310,0,310,0,
"__scrt_initialize_onexit_tables",8,"0,01",0x7FFCCA5719AC,325,0,325,0,
"__scrt_initialize_onexit_tables",8,"0,01",0x7FFCCA5719C3,327,0,327,0,
"__scrt_is_nonwritable_in_current_image",8,"0,01",0x7FFCCA571A6A,108,0,108,0,
"_DllMainCRTStartup",8,"0,01",0x7FFCCA571504,250,0,250,0,
"_DllMainCRTStartup",8,"0,01",0x7FFCCA57150D,254,0,254,0,
"dllmain_crt_process_attach",8,"0,01",0x7FFCCA571310,88,0,88,0,
"dllmain_crt_process_detach",8,"0,01",0x7FFCCA5713A5,104,0,104,0,
"dllmain_dispatch",8,"0,01",0x7FFCCA5713CE,176,0,176,0,
"dllmain_dispatch",8,"0,01",0x7FFCCA57140E,191,0,191,0,
"dllmain_dispatch",8,"0,01",0x7FFCCA571429,195,0,195,0,
"dllmain_dispatch",8,"0,01",0x7FFCCA5714CA,216,0,216,0,
"TransformBMP",8,"0,01",0x7FFCCA5710E1,25,0,25,0,
"TransformBMP",8,"0,01",0x7FFCCA5710B5,24,0,24,0,
"TransformBMP",8,"0,01",0x7FFCCA5710F3,26,0,26,0,
"TransformBMP",8,"0,01",0x7FFCCA571145,26,0,26,0,
"[ntdll.dll]",7,"0,01",0x7FFCD080CEB0,0,0,0,0,
"__raise_securityfailure",7,"0,01",0x7FFCCA571549,160,0,160,0,
"__report_gsfailure",7,"0,01",0x7FFCCA5715A4,281,0,281,0,
"__report_gsfailure",7,"0,01",0x7FFCCA5715C7,287,0,287,0,
"__scrt_acquire_startup_lock",7,"0,01",0x7FFCCA5717C0,148,0,148,0,
"__scrt_acquire_startup_lock",7,"0,01",0x7FFCCA5717B0,150,0,150,0,
"__scrt_acquire_startup_lock",7,"0,01",0x7FFCCA5717CC,152,0,152,0,
"__scrt_dllmain_after_initialize_c",7,"0,01",0x7FFCCA5717F9,388,0,388,0,
"__scrt_dllmain_before_initialize_c",7,"0,01",0x7FFCCA57180F,367,0,367,0,
"__scrt_dllmain_crt_thread_attach",7,"0,01",0x7FFCCA571826,436,0,436,0,
"__scrt_dllmain_crt_thread_detach",7,"0,01",0x7FFCCA57184E,454,0,454,0,
"__scrt_dllmain_exception_filter",7,"0,01",0x7FFCCA571881,351,0,351,0,
"__scrt_dllmain_uninitialize_c",7,"0,01",0x7FFCCA5718BD,395,0,395,0,
"__scrt_dllmain_uninitialize_c",7,"0,01",0x7FFCCA5718D6,398,0,398,0,
"__scrt_initialize_crt",7,"0,01",0x7FFCCA57190D,186,0,186,0,
"__scrt_initialize_default_local_stdio_options",7,"0,01",0x7FFCCA57177E,18,0,18,0,
"__scrt_initialize_onexit_tables",7,"0,01",0x7FFCCA57197A,310,0,310,0,
"__scrt_initialize_onexit_tables",7,"0,01",0x7FFCCA57199F,325,0,325,0,
"__scrt_initialize_onexit_tables",7,"0,01",0x7FFCCA5719CE,327,0,327,0,
"__scrt_initialize_onexit_tables",7,"0,01",0x7FFCCA571A01,328,0,328,0,
"__scrt_uninitialize_type_info",7,"0,01",0x7FFCCA571767,25,0,25,0,
"__security_init_cookie",7,"0,01",0x7FFCCA5716C8,184,0,184,0,
"__security_init_cookie",7,"0,01",0x7FFCCA5716CE,184,0,184,0,
"__security_init_cookie",7,"0,01",0x7FFCCA5716FF,184,0,184,0,
"__security_init_cookie",7,"0,01",0x7FFCCA571712,184,0,184,0,
"__security_init_cookie",7,"0,01",0x7FFCCA57173D,205,0,205,0,
"_DllMainCRTStartup",7,"0,01",0x7FFCCA5714ED,243,0,243,0,
"dllmain_crt_process_attach",7,"0,01",0x7FFCCA571303,87,0,87,0,
"dllmain_crt_process_detach",7,"0,01",0x7FFCCA571395,122,0,122,0,
"dllmain_dispatch",7,"0,01",0x7FFCCA5713D1,176,0,176,0,
"dllmain_dispatch",7,"0,01",0x7FFCCA571400,191,0,191,0,
"dllmain_dispatch",7,"0,01",0x7FFCCA571445,203,0,203,0,
"dllmain_dispatch",7,"0,01",0x7FFCCA57148F,212,0,212,0,
"TransformBMP",7,"0,01",0x7FFCCA571162,15,0,15,0,
"TransformBMP",7,"0,01",0x7FFCCA571128,26,0,26,0,
"TransformBMP",7,"0,01",0x7FFCCA571090,23,0,23,0,
"TransformBMP",7,"0,01",0x7FFCCA5710A8,24,0,24,0,
"[KernelBase.dll]",6,"0,01",0x7FFCCDAFDDBE,0,0,0,0,
"[msvcp140.dll]",6,"0,01",0x7FFCBCBC2E1F,0,0,0,0,
"__raise_securityfailure",6,"0,01",0x7FFCCA57153D,147,0,147,0,
"__report_gsfailure",6,"0,01",0x7FFCCA57156F,220,0,220,0,
"__report_gsfailure",6,"0,01",0x7FFCCA571580,278,0,278,0,
"__report_gsfailure",6,"0,01",0x7FFCCA5715DF,289,0,289,0,
"__scrt_dllmain_crt_thread_attach",6,"0,01",0x7FFCCA571837,443,0,443,0,
"__scrt_dllmain_uninitialize_critical",6,"0,01",0x7FFCCA5718FF,430,0,430,0,
"__scrt_initialize_crt",6,"0,01",0x7FFCCA57192F,199,0,199,0,
"__scrt_initialize_crt",6,"0,01",0x7FFCCA571933,199,0,199,0,
"__scrt_initialize_onexit_tables",6,"0,01",0x7FFCCA5719D9,328,0,328,0,
"__scrt_initialize_onexit_tables",6,"0,01",0x7FFCCA5719E8,328,0,328,0,
"__scrt_initialize_onexit_tables",6,"0,01",0x7FFCCA5719F0,328,0,328,0,
"__scrt_is_nonwritable_in_current_image",6,"0,01",0x7FFCCA571A3A,99,0,99,0,
"__scrt_is_nonwritable_in_current_image",6,"0,01",0x7FFCCA571A71,108,0,108,0,
"__security_init_cookie",6,"0,01",0x7FFCCA5716F0,184,0,184,0,
"__security_init_cookie",6,"0,01",0x7FFCCA571713,184,0,184,0,
"__security_init_cookie",6,"0,01",0x7FFCCA571723,191,0,191,0,
"_DllMainCRTStartup",6,"0,01",0x7FFCCA571514,254,0,254,0,
"capture_previous_context",6,"0,01",0x7FFCCA571654,103,0,103,0,
"capture_previous_context",6,"0,01",0x7FFCCA57165C,107,0,107,0,
"dllmain_crt_process_attach",6,"0,01",0x7FFCCA5712E8,82,0,82,0,
"dllmain_crt_process_detach",6,"0,01",0x7FFCCA57137E,114,0,114,0,
"dllmain_dispatch",6,"0,01",0x7FFCCA5713B3,176,0,176,0,
"dllmain_dispatch",6,"0,01",0x7FFCCA571462,206,0,206,0,
"dllmain_dispatch",6,"0,01",0x7FFCCA5714E2,233,0,233,0,
"std::_LaunchPad<std::unique_ptr<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> >,std::default_delete<std::tuple<<lambda_1268a5ee5881dafa003fc32150625876> > > > >::_Run",6,"0,01",0x7FF6BF773CF5,248,0,248,0,
"TransformBMP",6,"0,01",0x7FFCCA57113A,26,0,26,0,
"TransformBMP",6,"0,01",0x7FFCCA57109F,24,0,24,0,
"__report_gsfailure",5,"0,01",0x7FFCCA571591,280,0,280,0,
"__report_gsfailure",5,"0,01",0x7FFCCA57159B,280,0,280,0,
"__report_gsfailure",5,"0,01",0x7FFCCA5715A3,281,0,281,0,
"__report_gsfailure",5,"0,01",0x7FFCCA5715D1,288,0,288,0,
"__report_gsfailure",5,"0,01",0x7FFCCA5715FE,293,0,293,0,
"__report_gsfailure",5,"0,01",0x7FFCCA571613,294,0,294,0,
"__scrt_acquire_startup_lock",5,"0,01",0x7FFCCA571798,140,0,140,0,
"__scrt_acquire_startup_lock",5,"0,01",0x7FFCCA57179E,140,0,140,0,
"__scrt_dllmain_exception_filter",5,"0,01",0x7FFCCA571866,350,0,350,0,
"__scrt_dllmain_exception_filter",5,"0,01",0x7FFCCA571898,359,0,359,0,
"__scrt_initialize_onexit_tables",5,"0,01",0x7FFCCA5719AD,325,0,325,0,
"__scrt_initialize_onexit_tables",5,"0,01",0x7FFCCA571A08,328,0,328,0,
"__scrt_is_nonwritable_in_current_image",5,"0,01",0x7FFCCA571A44,99,0,99,0,
"__scrt_is_nonwritable_in_current_image",5,"0,01",0x7FFCCA571A72,108,0,108,0,
"__security_init_cookie",5,"0,01",0x7FFCCA5716FA,184,0,184,0,
"__security_init_cookie",5,"0,01",0x7FFCCA57170A,184,0,184,0,
"_DllMainCRTStartup",5,"0,01",0x7FFCCA571522,0,0,0,0,
"_DllMainCRTStartup",5,"0,01",0x7FFCCA5714FE,244,0,244,0,
"dllmain_crt_dispatch",5,"0,01",0x7FFCCA5711E9,138,0,138,0,
"dllmain_crt_process_detach",5,"0,01",0x7FFCCA5713AC,104,0,104,0,
"dllmain_dispatch",5,"0,01",0x7FFCCA5713EA,189,0,189,0,
"dllmain_dispatch",5,"0,01",0x7FFCCA571411,192,0,192,0,
"dllmain_dispatch",5,"0,01",0x7FFCCA5714AE,216,0,216,0,
"TransformBMP",5,"0,01",0x7FFCCA57117D,35,0,35,0,
"TransformBMP",5,"0,01",0x7FFCCA57114F,26,0,26,0,
"[KernelBase.dll]",4,"0,01",0x7FFCCDB369DB,0,0,0,0,
"__local_stdio_printf_options",4,"0,01",0x7FFCCA57176A,83,0,83,0,
"__report_gsfailure",4,"0,01",0x7FFCCA57155F,217,0,217,0,
"__report_gsfailure",4,"0,01",0x7FFCCA571598,280,0,280,0,
"__report_gsfailure",4,"0,01",0x7FFCCA571628,299,0,299,0,
"__scrt_acquire_startup_lock",4,"0,01",0x7FFCCA5717CB,152,0,152,0,
"__scrt_acquire_startup_lock",4,"0,01",0x7FFCCA5717C3,156,0,156,0,
"__scrt_dllmain_crt_thread_attach",4,"0,01",0x7FFCCA57181E,434,0,434,0,
"__scrt_dllmain_crt_thread_attach",4,"0,01",0x7FFCCA57183E,447,0,447,0,
"__scrt_dllmain_crt_thread_detach",4,"0,01",0x7FFCCA57184D,454,0,454,0,
"__scrt_dllmain_exception_filter",4,"0,01",0x7FFCCA571882,351,0,351,0,
"__scrt_dllmain_exception_filter",4,"0,01",0x7FFCCA571899,359,0,359,0,
"__scrt_dllmain_uninitialize_c",4,"0,01",0x7FFCCA5718CF,398,0,398,0,
"__scrt_initialize_crt",4,"0,01",0x7FFCCA57193A,201,0,201,0,
"__scrt_initialize_default_local_stdio_options",4,"0,01",0x7FFCCA571789,19,0,19,0,
"__scrt_initialize_onexit_tables",4,"0,01",0x7FFCCA571A22,304,0,304,0,
"__scrt_initialize_onexit_tables",4,"0,01",0x7FFCCA571995,315,0,315,0,
"__scrt_initialize_onexit_tables",4,"0,01",0x7FFCCA571996,315,0,315,0,
"__scrt_initialize_onexit_tables",4,"0,01",0x7FFCCA5719D5,327,0,327,0,
"__scrt_initialize_onexit_tables",4,"0,01",0x7FFCCA5719F1,328,0,328,0,
"__scrt_is_nonwritable_in_current_image",4,"0,01",0x7FFCCA571A58,99,0,99,0,
"__scrt_is_nonwritable_in_current_image",4,"0,01",0x7FFCCA571A63,108,0,108,0,
"__scrt_is_nonwritable_in_current_image",4,"0,01",0x7FFCCA571A78,108,0,108,0,
"__scrt_is_nonwritable_in_current_image",4,"0,01",0x7FFCCA571A8F,108,0,108,0,
"__scrt_uninitialize_type_info",4,"0,01",0x7FFCCA571760,25,0,25,0,
"__security_init_cookie",4,"0,01",0x7FFCCA5716AC,158,0,158,0,
"__security_init_cookie",4,"0,01",0x7FFCCA5716AF,169,0,169,0,
"__security_init_cookie",4,"0,01",0x7FFCCA5716B7,169,0,169,0,
"__security_init_cookie",4,"0,01",0x7FFCCA5716EF,184,0,184,0,
"capture_previous_context",4,"0,01",0x7FFCCA57162F,88,0,88,0,
"capture_previous_context",4,"0,01",0x7FFCCA571636,88,0,88,0,
"capture_previous_context",4,"0,01",0x7FFCCA571639,96,0,96,0,
"capture_previous_context",4,"0,01",0x7FFCCA57166D,107,0,107,0,
"dllmain_crt_process_attach",4,"0,01",0x7FFCCA5712F5,84,0,84,0,
"dllmain_crt_process_detach",4,"0,01",0x7FFCCA571321,92,0,92,0,
"dllmain_crt_process_detach",4,"0,01",0x7FFCCA571327,92,0,92,0,
"dllmain_crt_process_detach",4,"0,01",0x7FFCCA571358,100,0,100,0,
"dllmain_crt_process_detach",4,"0,01",0x7FFCCA571373,108,0,108,0,
"dllmain_dispatch",4,"0,01",0x7FFCCA5713B6,176,0,176,0,
"dllmain_dispatch",4,"0,01",0x7FFCCA5713BE,176,0,176,0,
"dllmain_dispatch",4,"0,01",0x7FFCCA571407,191,0,191,0,
"dllmain_dispatch",4,"0,01",0x7FFCCA57142C,196,0,196,0,
"dllmain_dispatch",4,"0,01",0x7FFCCA571435,200,0,200,0,
"TransformBMP",4,"0,01",0x7FFCCA5710C5,25,0,25,0,
"[KernelBase.dll]",3,"0,01",0x7FFCCDB28BA3,0,0,0,0,
"[msvcrt.dll]",3,"0,01",0x7FFCD00179E4,0,0,0,0,
"[ucrtbase.dll]",3,"0,01",0x7FFCCE72B3FD,0,0,0,0,
"[ucrtbase.dll]",3,"0,01",0x7FFCCE72B444,0,0,0,0,
"[ucrtbase.dll]",3,"0,01",0x7FFCCE740E79,0,0,0,0,
"__report_gsfailure",3,"0,01",0x7FFCCA571576,278,0,278,0,
"__scrt_dllmain_exception_filter",3,"0,01",0x7FFCCA571879,350,0,350,0,
"__scrt_dllmain_exception_filter",3,"0,01",0x7FFCCA571892,359,0,359,0,
"__scrt_dllmain_uninitialize_c",3,"0,01",0x7FFCCA5718C4,396,0,396,0,
"__scrt_initialize_crt",3,"0,01",0x7FFCCA57191F,191,0,191,0,
"__scrt_initialize_crt",3,"0,01",0x7FFCCA571932,199,0,199,0,
"__scrt_initialize_crt",3,"0,01",0x7FFCCA57193B,201,0,201,0,
"__scrt_initialize_onexit_tables",3,"0,01",0x7FFCCA571968,302,0,302,0,
"__scrt_initialize_onexit_tables",3,"0,01",0x7FFCCA5719A6,325,0,325,0,
"__scrt_initialize_type_info",3,"0,01",0x7FFCCA571755,17,0,17,0,
"__scrt_is_nonwritable_in_current_image",3,"0,01",0x7FFCCA571A2F,99,0,99,0,
"_DllMainCRTStartup",3,"0,01",0x7FFCCA57151B,254,0,254,0,
"capture_previous_context",3,"0,01",0x7FFCCA571651,103,0,103,0,
"capture_previous_context",3,"0,01",0x7FFCCA57168A,107,0,107,0,
"dllmain_crt_dispatch",3,"0,01",0x7FFCCA5711F7,139,0,139,0,
"dllmain_crt_process_attach",3,"0,01",0x7FFCCA5712FF,84,0,84,0,
"dllmain_crt_process_detach",3,"0,01",0x7FFCCA57135B,100,0,100,0,
"dllmain_crt_process_detach",3,"0,01",0x7FFCCA571343,126,0,126,0,
"dllmain_dispatch",3,"0,01",0x7FFCCA571470,207,0,207,0,
"dllmain_dispatch",3,"0,01",0x7FFCCA5714C0,216,0,216,0,
"TransformBMP",3,"0,01",0x7FFCCA5710BB,24,0,24,0,
"[KernelBase.dll]",2,"0,00",0x7FFCCDB149FB,0,0,0,0,
"[KernelBase.dll]",2,"0,00",0x7FFCCDB56C97,0,0,0,0,
"[msvcp140.dll]",2,"0,00",0x7FFCBCBC3100,0,0,0,0,
"[msvcrt.dll]",2,"0,00",0x7FFCD00179BB,0,0,0,0,
"[ucrtbase.dll]",2,"0,00",0x7FFCCE723169,0,0,0,0,
"__raise_securityfailure",2,"0,00",0x7FFCCA571525,140,0,140,0,
"__report_gsfailure",2,"0,00",0x7FFCCA5715F8,293,0,293,0,
"__scrt_dllmain_after_initialize_c",2,"0,00",0x7FFCCA571803,392,0,392,0,
"__scrt_dllmain_exception_filter",2,"0,00",0x7FFCCA5718AC,363,0,363,0,
"__scrt_initialize_onexit_tables",2,"0,00",0x7FFCCA571952,297,0,297,0,
"__scrt_initialize_onexit_tables",2,"0,00",0x7FFCCA571972,307,0,307,0,
"__scrt_initialize_onexit_tables",2,"0,00",0x7FFCCA57198D,315,0,315,0,
"__security_init_cookie",2,"0,00",0x7FFCCA5716EC,184,0,184,0,
"__security_init_cookie",2,"0,00",0x7FFCCA571744,205,0,205,0,
"_DllMainCRTStartup",2,"0,00",0x7FFCCA5714EE,243,0,243,0,
"_DllMainCRTStartup",2,"0,00",0x7FFCCA571506,253,0,253,0,
"capture_previous_context",2,"0,00",0x7FFCCA571694,107,0,107,0,
"dllmain_crt_process_attach",2,"0,00",0x7FFCCA5712DD,82,0,82,0,
"dllmain_crt_process_detach",2,"0,00",0x7FFCCA571338,95,0,95,0,
"dllmain_crt_process_detach",2,"0,00",0x7FFCCA571376,108,0,108,0,
"dllmain_crt_process_detach",2,"0,00",0x7FFCCA57137F,114,0,114,0,
"dllmain_crt_process_detach",2,"0,00",0x7FFCCA571397,122,0,122,0,
"dllmain_dispatch",2,"0,00",0x7FFCCA5713D9,180,0,180,0,
"dllmain_dispatch",2,"0,00",0x7FFCCA5713DA,180,0,180,0,
"TransformBMP",2,"0,00",0x7FFCCA5710CD,25,0,25,0,
"TransformBMP",2,"0,00",0x7FFCCA5710F6,26,0,26,0,
"TransformBMP",2,"0,00",0x7FFCCA57114C,26,0,26,0,
"TransformBMP",2,"0,00",0x7FFCCA571157,26,0,26,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB01AC5,0,0,0,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB11EDB,0,0,0,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB11EFD,0,0,0,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB149D0,0,0,0,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB2A7BC,0,0,0,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB52E7A,0,0,0,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB5328B,0,0,0,0,
"[KernelBase.dll]",1,"0,00",0x7FFCCDB56AF9,0,0,0,0,
"[msvcp140.dll]",1,"0,00",0x7FFCBCBC236E,0,0,0,0,
